,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
169,5,3,2,1,2,4,4,3,5,4,3,1,1,3,3,4,1,1,1,5,3,2,2,1,2,4,3,5,3,2,3,4,2,2,1,1,3,1,1,2,1,5,3,5,1,2,1,4,2,3,1,4,4,1,1,1,1,3,1,5,4,3,4,1,2,1,1,5,3,1,1,1,3,current smoker,social drinker,3,1,3,5,3,4,1,2,4,5,3,3,4,5,2,5,2,5,3,3,4,3,4,5,4,5,3,3,1,3,1,3,i am often running late,sometimes,3,4,4,3,2,1,1,2,4,3,2,2,3,3,2,3,2,3,2,4,4,3,5,few hours a day,5,2,3,3,2,2,3,19,157,57,2,female,right handed,secondary school,yes,village,house/bungalow
170,4,3,2,3,2,2,1,3,4,2,2,2,3,5,4,5,4,1,1,3,1,2,5,2,3,5,4,5,4,1,3,5,4,5,5,3,3,1,5,4,1,3,5,4,4,4,1,2,3,5,2,5,3,3,5,1,1,1,1,3,5,3,4,2,2,4,3,3,5,4,3,3,2,never smoked,drink a lot,4,5,2,5,3,2,2,3,3,3,5,5,3,1,2,5,5,4,4,5,3,2,3,3,4,4,4,3,3,3,2,4,i am often running late,sometimes,3,5,4,3,4,5,3,5,2,2,3,2,4,1,4,4,3,3,3,2,4,4,3,few hours a day,5,1,1,3,2,2,4,19,176,64,1,male,right handed,secondary school,no,city,block of flats
171,5,4,3,1,2,4,3,4,4,1,1,4,3,3,3,2,1,1,1,5,5,5,5,3,3,4,3,4,3,2,4,4,4,4,1,1,5,5,5,1,1,4,3,3,1,5,1,1,1,1,1,1,4,4,4,1,4,4,5,3,5,4,1,1,1,1,1,1,1,1,3,1,1,tried smoking,social drinker,2,5,1,1,1,5,1,5,5,3,2,5,2,1,1,5,5,5,1,2,1,1,5,5,4,5,1,5,1,5,5,3,i am always on time,everytime it suits me,5,5,5,5,3,4,5,5,5,5,5,5,5,2,2,1,3,3,5,5,1,3,2,few hours a day,3,5,5,5,5,5,4,20,180,72,0,male,right handed,secondary school,yes,city,block of flats
172,5,3,2,3,3,4,4,2,5,5,5,2,4,4,4,4,2,1,3,3,3,3,4,2,5,4,3,4,5,3,3,5,4,4,3,3,5,5,2,2,2,2,5,4,2,3,2,2,1,4,1,1,5,5,2,1,1,1,5,3,5,2,3,3,1,3,2,1,1,1,4,4,5,tried smoking,social drinker,4,5,5,3,5,5,1,5,5,1,3,4,1,5,4,4,5,3,1,4,2,2,3,5,5,5,5,3,3,3,3,1,i am often early,sometimes,3,3,3,4,2,4,2,3,1,4,3,5,3,4,3,2,3,3,3,3,2,4,3,most of the day,4,1,1,1,1,3,5,22,191,85,1,male,right handed,secondary school,no,village,house/bungalow
173,5,3,2,1,2,4,4,3,2,1,1,2,1,2,3,2,1,5,4,5,4,3,5,4,5,3,3,4,5,3,4,3,2,1,4,2,5,5,2,2,3,1,2,4,2,1,5,1,1,4,1,1,2,4,3,1,1,4,5,3,5,2,5,1,1,2,3,2,4,3,2,1,4,never smoked,social drinker,3,5,2,2,5,5,1,5,4,1,3,5,1,1,5,1,5,4,1,4,2,4,5,5,4,4,3,4,2,3,1,2,i am often early,never,3,4,4,3,2,4,1,5,4,2,4,4,4,2,3,4,4,4,2,2,5,4,3,most of the day,3,4,3,2,2,5,4,21,187,75,1,male,right handed,secondary school,no,city,block of flats
174,5,2,1,5,3,3,3,1,1,1,1,1,1,1,1,1,3,1,5,5,1,5,5,5,5,5,5,1,5,3,5,5,1,3,1,1,5,1,1,1,1,4,5,3,3,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,1,3,1,5,5,5,5,5,5,5,5,3,former smoker,social drinker,3,3,4,3,1,1,5,5,5,5,3,3,4,3,2,4,4,4,3,5,3,4,5,4,3,4,5,4,5,3,5,3,i am always on time,sometimes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,few hours a day,3,4,4,1,2,3,5,26,183,78,0,male,right handed,secondary school,yes,city,house/bungalow
175,5,3,1,1,1,5,3,3,5,5,2,3,4,4,4,2,4,2,1,4,2,4,5,5,1,1,4,5,2,1,2,1,5,1,1,1,4,1,1,3,1,5,1,5,5,1,5,1,1,4,1,5,1,5,4,2,3,1,1,3,3,3,5,2,1,4,1,3,5,1,4,2,3,never smoked,never,1,3,1,5,1,2,1,1,5,5,3,5,3,1,5,1,5,5,3,1,1,1,4,5,3,5,5,4,1,4,1,1,i am often early,sometimes,3,5,5,3,3,3,3,1,5,5,3,4,3,3,3,3,5,2,3,5,5,3,5,few hours a day,5,1,1,1,1,1,3,17,163,61,2,female,right handed,primary school,yes,city,block of flats
176,5,3,3,2,1,1,1,3,5,5,3,2,4,3,5,4,1,2,1,5,3,2,4,3,4,3,3,4,3,2,4,1,1,1,5,4,5,5,4,1,2,1,1,3,1,2,5,3,1,5,2,2,1,1,5,1,1,3,4,3,4,3,4,2,1,1,3,1,1,1,1,1,1,former smoker,social drinker,4,3,3,2,5,2,1,3,4,1,5,4,1,4,2,4,3,4,1,4,1,2,1,3,2,5,2,2,2,4,2,3,i am always on time,only to avoid hurting someone,4,4,2,3,4,2,2,4,5,2,2,2,4,2,4,5,4,3,4,2,5,4,3,less than an hour a day,4,2,2,2,2,3,4,22,178,80,2,male,right handed,college/bachelor degree,yes,village,block of flats
177,5,3,1,4,2,4,3,1,5,5,3,1,3,3,3,5,2,1,3,5,3,4,5,5,4,3,4,4,5,3,4,3,3,1,1,1,5,1,1,1,1,4,3,2,2,1,1,3,1,5,1,3,4,4,4,4,3,2,4,3,5,1,5,3,1,2,2,1,2,3,5,1,3,tried smoking,never,3,2,4,5,3,3,3,4,4,2,4,4,2,1,4,4,4,3,2,4,1,4,4,4,3,2,5,3,3,3,1,3,i am often early,sometimes,3,1,3,4,1,2,3,5,3,4,2,3,3,1,3,3,1,3,4,3,3,3,3,few hours a day,3,1,3,3,3,3,3,26,169,70,2,male,right handed,masters degree,no,city,house/bungalow
178,4,3,1,3,3,5,2,2,4,4,3,1,2,2,4,3,2,1,4,3,3,3,3,2,2,2,5,5,4,3,3,4,4,1,3,3,3,3,1,3,3,4,3,5,3,1,1,2,3,3,1,1,4,1,1,3,2,3,3,3,3,1,3,2,2,2,4,2,1,1,5,3,3,tried smoking,social drinker,2,2,2,2,2,3,1,3,3,1,3,3,3,1,3,1,4,2,1,3,3,3,4,4,3,3,3,2,2,3,1,3,i am often running late,sometimes,2,3,3,4,3,3,5,2,2,2,3,4,4,4,3,2,3,3,3,3,3,3,3,few hours a day,4,2,1,3,2,1,3,20,160,50,1,female,right handed,masters degree,no,city,block of flats
179,4,3,1,2,2,5,2,1,1,2,1,1,1,4,1,1,1,4,5,4,4,4,4,2,4,5,4,5,5,2,4,5,5,3,2,2,5,3,2,4,2,2,2,4,3,3,1,4,4,5,3,4,2,2,3,2,1,4,4,2,3,4,4,2,2,4,2,5,1,1,3,5,2,tried smoking,never,3,2,2,2,3,5,2,5,4,2,3,2,3,4,3,4,4,5,3,5,3,2,2,5,2,2,5,1,3,3,3,1,i am always on time,sometimes,5,5,1,5,1,1,2,5,5,2,4,5,4,4,3,5,3,4,3,4,5,3,4,few hours a day,5,3,5,2,3,3,5,22,182,75,1,male,right handed,secondary school,no,city,block of flats
180,4,4,2,1,1,3,3,2,5,4,5,2,2,1,4,4,1,1,1,4,5,5,5,1,5,1,1,1,4,1,3,4,5,5,4,3,5,3,5,1,1,5,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,current smoker,social drinker,1,3,1,3,3,4,1,5,4,3,3,3,1,5,1,5,5,5,1,5,1,1,1,5,3,4,1,1,1,3,1,3,i am often running late,everytime it suits me,1,5,3,2,3,3,1,3,5,3,5,1,5,1,4,3,3,3,1,5,2,2,1,few hours a day,4,5,5,4,4,3,3,21,175,60,0,male,right handed,secondary school,yes,city,block of flats
181,5,3,4,3,3,4,3,3,4,3,3,4,4,5,3,3,5,3,3,4,2,3,4,2,2,3,3,3,3,3,3,4,4,2,2,3,3,3,3,2,1,3,3,3,3,3,5,3,4,3,2,2,2,3,3,2,2,2,3,3,4,2,2,1,1,1,1,1,2,3,2,2,2,never smoked,social drinker,2,3,2,4,2,3,1,3,4,2,5,4,1,2,3,1,2,5,1,5,2,1,5,4,2,3,2,2,5,4,2,4,i am always on time,sometimes,3,4,1,3,2,1,4,3,3,2,3,3,3,2,4,5,5,3,5,5,5,4,1,few hours a day,3,2,2,2,2,2,3,23,180,80,0,male,right handed,secondary school,yes,city,house/bungalow
182,5,3,4,3,2,4,4,4,5,4,3,2,4,3,2,3,4,1,5,5,1,4,5,4,3,1,5,5,4,2,4,3,2,3,2,2,4,2,2,5,4,4,2,4,5,2,2,3,2,4,1,1,1,3,4,2,2,5,5,5,5,3,5,2,3,2,1,5,4,2,1,2,3,tried smoking,social drinker,3,2,2,5,5,3,3,3,4,4,3,2,2,2,4,5,3,4,2,4,1,3,5,5,2,3,3,2,5,4,1,3,i am often early,sometimes,3,4,3,4,2,3,1,5,5,2,3,5,5,2,4,4,3,3,2,4,3,4,3,few hours a day,2,5,2,2,4,2,3,19,158,47,0,female,right handed,secondary school,yes,city,house/bungalow
183,5,3,3,2,1,2,5,4,3,1,1,5,4,4,3,4,3,4,3,5,1,4,4,2,2,5,5,3,5,3,5,5,5,5,2,2,4,1,2,4,2,5,5,3,3,1,1,4,1,5,3,1,3,3,5,3,1,3,5,4,5,5,5,2,2,2,2,3,1,2,1,1,1,tried smoking,drink a lot,5,5,4,5,3,5,4,4,4,3,5,3,1,1,3,5,3,3,1,3,2,3,4,4,2,5,3,2,1,4,2,5,i am often early,sometimes,4,5,2,5,4,3,3,3,3,1,3,3,4,2,5,4,3,4,5,2,4,2,2,few hours a day,4,1,3,5,4,3,4,20,180,70,1,male,right handed,college/bachelor degree,no,city,house/bungalow
184,5,4,2,2,2,3,4,2,5,1,2,1,1,4,5,5,1,1,2,5,3,3,5,2,3,1,3,3,3,2,1,3,3,1,1,1,3,1,1,1,1,5,3,2,1,1,1,5,3,1,2,1,5,2,2,1,1,3,2,5,3,1,2,3,5,1,3,2,5,2,4,5,3,former smoker,drink a lot,4,2,1,3,3,2,1,4,2,3,1,5,5,1,2,1,4,3,2,2,2,1,5,3,5,2,3,4,1,2,1,2,i am always on time,everytime it suits me,2,3,3,3,2,2,4,1,1,2,2,3,4,4,2,1,3,2,2,5,2,3,4,few hours a day,2,5,4,2,2,1,3,21,174,85,0,female,right handed,college/bachelor degree,yes,city,house/bungalow
185,3,3,3,1,1,2,5,3,2,1,1,4,3,3,4,1,5,3,1,5,1,2,5,5,3,3,5,5,3,2,3,2,5,2,5,2,3,2,1,5,1,5,2,3,1,2,2,3,5,5,1,2,1,5,3,5,1,3,2,5,5,4,5,1,5,1,1,3,5,3,3,4,2,never smoked,never,3,2,3,4,2,2,1,5,5,1,3,3,1,1,2,5,3,4,1,5,2,5,5,5,2,2,4,3,5,2,1,5,i am always on time,never,4,4,3,3,3,3,4,5,3,3,2,4,5,5,4,5,1,3,5,5,3,3,2,less than an hour a day,3,3,2,1,2,1,4,19,167,55,2,female,right handed,secondary school,no,city,block of flats
186,4,2,2,4,2,3,3,4,2,1,1,1,1,3,2,2,3,2,4,4,1,2,5,5,2,2,4,1,5,2,2,3,3,3,1,1,2,1,4,1,1,5,3,2,1,2,1,2,3,4,3,2,1,3,4,4,3,4,1,4,4,2,4,2,3,3,2,5,5,5,4,4,3,tried smoking,social drinker,4,4,4,4,2,4,1,4,4,2,4,2,1,4,2,2,4,3,1,4,3,4,1,4,2,4,4,2,5,3,2,3,i am always on time,sometimes,2,2,4,4,3,2,3,4,2,5,3,3,3,4,4,3,3,3,4,2,4,3,3,less than an hour a day,3,4,3,3,3,2,4,29,169,65,2,female,right handed,masters degree,no,city,block of flats
187,5,3,1,2,2,2,1,4,3,2,2,1,1,2,1,5,1,5,1,4,2,4,4,1,2,2,2,2,2,1,3,5,3,1,1,1,5,2,1,1,1,3,2,2,1,1,1,2,1,2,1,1,3,2,1,1,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,4,3,never smoked,social drinker,1,4,3,3,3,4,1,4,4,1,2,4,5,5,4,4,5,2,1,5,4,1,4,5,5,2,1,5,2,1,1,1,i am often early,sometimes,1,1,5,2,1,1,2,1,5,5,4,4,5,5,1,1,5,1,2,4,1,3,3,few hours a day,2,1,1,2,1,1,1,22,183,80,1,female,right handed,college/bachelor degree,no,city,block of flats
188,3,3,3,3,2,5,4,3,3,1,1,3,2,2,2,2,2,1,4,2,2,2,2,2,2,5,5,5,5,3,3,4,1,3,1,5,5,5,1,2,5,5,4,3,5,3,3,1,5,5,2,2,3,3,3,3,2,2,3,3,3,3,5,3,3,4,1,2,5,5,1,5,4,never smoked,social drinker,3,1,1,5,5,5,1,2,4,1,3,2,2,2,4,3,3,4,4,2,1,4,3,4,2,5,3,1,5,3,2,2,i am often early,everytime it suits me,3,3,4,3,1,1,3,5,5,5,1,5,5,2,4,4,3,3,2,4,1,4,1,less than an hour a day,5,5,5,4,3,1,3,19,170,55,2,female,left handed,college/bachelor degree,no,village,house/bungalow
189,5,3,1,3,2,5,3,1,4,5,4,1,1,1,3,2,1,1,4,5,5,5,4,4,4,5,3,3,4,5,4,4,3,2,3,1,5,3,3,1,1,5,2,5,1,2,1,2,2,4,3,1,1,2,3,1,1,2,3,1,3,3,1,1,1,2,2,3,3,2,2,2,5,never smoked,social drinker,3,2,2,3,4,3,2,4,4,3,4,2,2,4,4,2,4,4,1,4,2,2,3,1,4,5,3,3,3,4,2,2,i am often early,sometimes,3,2,3,2,1,3,4,3,2,3,3,5,4,3,3,4,4,3,2,3,4,3,4,few hours a day,4,3,2,1,1,3,3,17,166,54,1,female,right handed,primary school,no,city,block of flats
190,4,4,2,2,2,4,2,2,4,5,3,2,3,2,3,3,2,2,3,4,3,5,4,4,3,3,4,4,4,2,2,3,3,2,5,3,5,4,3,5,4,5,3,3,4,1,2,1,1,2,1,1,1,4,5,4,1,3,3,2,4,4,2,2,2,2,2,5,1,2,3,2,3,never smoked,social drinker,4,3,3,3,3,5,1,3,4,3,3,4,2,2,5,3,4,4,4,4,1,2,3,4,4,4,5,3,1,3,1,3,i am always on time,sometimes,3,4,4,4,3,3,4,3,2,3,4,4,2,4,3,3,4,3,3,4,4,4,4,few hours a day,4,4,4,2,3,2,3,16,158,48,1,female,left handed,primary school,no,city,block of flats
191,5,3,2,5,2,4,5,5,2,1,1,1,3,4,3,4,3,1,4,4,1,2,4,5,1,1,5,5,4,1,1,3,4,1,1,1,4,4,1,1,1,3,2,1,1,1,1,5,1,3,4,5,1,2,2,4,3,2,1,5,4,1,2,3,2,2,2,1,3,3,3,5,1,former smoker,social drinker,3,3,1,2,5,5,1,4,1,2,5,5,4,3,3,5,4,5,1,1,1,1,3,5,2,5,5,1,5,4,2,5,i am often early,everytime it suits me,3,4,2,4,4,5,3,5,5,5,5,1,5,5,5,4,3,3,3,5,5,5,5,less than an hour a day,1,1,1,1,1,1,3,29,160,67,2,female,right handed,masters degree,no,village,house/bungalow
192,5,1,4,1,2,3,3,5,4,1,3,5,2,1,3,2,3,4,1,5,3,3,5,4,3,2,5,5,4,1,2,3,3,2,1,1,5,4,4,3,1,3,2,5,1,2,1,2,1,3,4,1,5,2,4,1,5,4,1,2,5,2,5,2,1,2,1,5,1,1,4,1,3,current smoker,social drinker,3,3,2,1,2,3,3,2,3,4,3,3,1,5,2,1,4,4,1,4,4,4,5,4,5,5,3,5,2,3,3,4,i am often running late,sometimes,2,3,5,4,4,3,3,5,5,5,4,4,4,4,3,2,3,3,3,5,4,3,2,few hours a day,5,4,3,3,5,5,5,18,158,65,2,female,right handed,secondary school,no,city,block of flats
193,5,3,1,4,3,5,3,1,5,5,4,1,3,3,5,5,1,1,3,5,3,4,5,5,4,3,3,4,5,1,4,3,3,1,1,3,3,2,1,3,1,4,2,2,2,1,1,3,3,4,1,3,4,4,4,4,1,2,3,3,5,1,5,3,1,2,2,1,2,4,3,1,3,tried smoking,never,3,3,3,5,4,4,3,4,4,2,4,4,2,1,3,4,3,3,2,3,1,4,4,4,3,2,4,3,3,3,2,3,i am often early,only to avoid hurting someone,2,2,3,4,2,3,3,4,3,3,2,3,3,1,3,3,2,3,3,3,3,3,2,few hours a day,3,2,4,3,3,3,3,26,169,70,2,male,right handed,masters degree,no,city,house/bungalow
194,5,4,1,2,1,3,2,2,4,2,4,2,3,1,5,5,1,1,1,5,3,5,4,2,4,4,3,3,2,2,3,2,3,2,1,1,4,4,4,1,1,4,3,4,1,3,3,3,1,3,1,5,3,5,2,1,1,2,4,2,4,4,1,2,1,1,2,3,3,4,2,3,1,current smoker,drink a lot,3,3,3,2,4,3,2,4,5,4,3,3,3,1,3,4,5,4,1,5,2,3,5,5,3,5,3,3,3,4,1,5,i am often early,only to avoid hurting someone,3,3,2,4,3,3,3,3,4,2,5,2,3,3,4,4,4,3,4,5,5,4,2,few hours a day,3,3,3,4,4,4,3,19,183,78,1,male,right handed,secondary school,no,city,house/bungalow
195,5,3,2,2,2,3,2,2,3,1,1,5,3,3,3,3,2,1,2,4,5,5,5,4,3,3,3,2,3,2,4,3,3,2,1,1,5,5,3,3,1,2,5,4,3,3,4,2,2,3,2,2,3,4,4,3,4,4,5,3,4,3,1,1,2,3,4,5,5,1,3,5,3,current smoker,never,2,3,2,1,2,4,1,2,5,1,2,4,2,3,3,3,4,4,3,4,1,4,4,4,3,5,3,4,2,3,2,4,i am always on time,only to avoid hurting someone,2,3,4,4,3,3,3,3,3,4,5,3,3,3,5,3,2,4,2,4,3,3,2,few hours a day,2,4,4,3,4,4,4,19,185,70,1,male,right handed,secondary school,yes,city,house/bungalow
196,5,3,2,2,2,2,3,4,4,3,3,4,4,3,3,3,3,3,3,5,1,2,5,5,4,3,5,5,4,3,3,4,4,2,1,1,5,3,3,3,1,4,4,5,4,2,3,2,1,5,3,1,1,5,5,1,2,3,3,3,5,4,1,2,2,3,2,4,5,4,2,4,3,tried smoking,social drinker,3,4,4,2,3,3,3,4,4,2,4,3,1,3,2,1,3,4,1,5,2,3,4,5,2,5,4,2,1,3,2,5,i am often early,sometimes,3,3,4,4,4,3,1,4,4,3,4,4,4,5,4,4,3,4,5,4,5,3,3,few hours a day,4,4,4,4,4,4,5,20,169,64,0,female,right handed,secondary school,yes,city,block of flats
197,5,3,3,2,3,1,4,2,2,1,1,3,2,2,1,1,3,1,1,5,4,4,5,5,1,3,3,2,1,1,1,2,1,1,1,1,4,2,4,1,1,1,4,3,1,1,3,1,1,5,5,1,1,5,1,1,2,4,1,4,5,1,4,1,4,4,2,4,4,4,2,4,4,tried smoking,social drinker,3,2,2,2,3,3,1,2,4,4,4,3,1,4,5,5,4,4,4,5,1,3,5,3,3,5,5,4,3,3,1,3,i am always on time,sometimes,3,3,4,5,5,4,4,5,3,4,5,4,3,4,3,4,3,3,1,5,4,4,3,few hours a day,3,3,3,1,4,1,4,22,160,47,0,female,right handed,college/bachelor degree,yes,city,block of flats
198,5,3,3,4,2,2,2,3,5,3,5,5,4,2,5,2,2,2,2,3,5,3,3,2,3,5,5,5,3,2,3,4,3,2,1,1,3,4,1,1,1,2,1,3,1,1,4,1,1,4,1,3,1,2,4,1,1,2,3,1,5,3,4,1,5,5,5,5,5,5,3,5,4,current smoker,drink a lot,3,3,1,1,3,1,1,4,4,5,5,5,2,5,1,5,1,4,1,4,3,1,2,3,1,5,1,2,1,3,1,5,i am always on time,sometimes,3,4,5,4,4,2,3,4,5,5,3,1,2,1,4,5,5,4,1,1,4,2,2,few hours a day,1,1,4,5,2,1,2,20,186,88,1,male,right handed,secondary school,no,village,house/bungalow
199,5,4,4,1,1,1,1,2,3,1,1,4,2,1,1,1,2,4,1,4,1,4,5,2,3,3,3,3,4,2,4,2,2,1,1,2,3,3,1,2,1,4,3,3,1,1,4,3,1,4,4,2,1,3,5,1,1,3,4,1,5,5,3,3,1,2,2,2,4,3,3,3,3,former smoker,social drinker,3,3,2,4,2,3,1,3,4,3,2,3,4,2,2,2,2,4,2,3,3,3,3,2,3,5,3,3,1,3,1,3,i am often early,only to avoid hurting someone,4,4,3,3,3,3,2,3,3,2,2,3,3,3,4,3,3,4,3,4,4,2,2,less than an hour a day,1,3,5,5,3,2,4,21,186,89,1,male,right handed,secondary school,no,village,house/bungalow
200,4,3,3,1,2,4,3,4,4,4,3,5,4,3,4,2,2,2,1,5,4,4,5,5,5,5,4,4,5,4,3,3,2,3,1,3,5,5,3,1,1,3,4,4,2,2,3,2,1,1,1,1,1,5,2,1,1,2,4,2,2,2,5,3,1,2,3,1,2,1,1,3,4,tried smoking,social drinker,2,2,2,2,3,4,5,3,4,2,1,2,4,5,5,5,5,4,1,5,2,1,3,3,5,2,2,5,2,3,2,1,i am often early,sometimes,2,2,2,2,1,2,5,3,1,3,2,4,3,3,2,1,1,3,2,5,1,2,3,most of the day,4,3,3,2,2,3,1,21,169,55,2,male,right handed,secondary school,no,city,block of flats
201,5,3,2,4,3,3,3,5,5,1,3,5,5,1,5,5,3,2,1,5,3,3,5,5,4,4,5,5,5,2,5,4,5,1,1,1,5,2,5,1,1,5,5,5,1,5,1,1,1,5,1,5,5,4,4,1,4,5,5,5,5,1,5,4,3,3,3,1,5,1,3,5,1,tried smoking,social drinker,3,4,2,5,3,5,3,3,3,2,5,1,1,5,3,1,3,5,5,5,3,5,5,4,3,5,5,2,3,3,3,5,i am always on time,only to avoid hurting someone,3,2,5,3,3,3,3,3,4,5,4,3,4,5,4,4,2,3,4,3,3,4,4,few hours a day,2,5,3,3,4,2,3,18,168,56,0,female,right handed,secondary school,yes,village,house/bungalow
202,5,3,5,1,1,1,1,3,2,1,1,5,3,1,1,1,1,4,1,5,5,3,5,2,5,5,4,4,2,3,5,2,2,2,1,1,4,4,3,5,4,1,3,5,3,1,4,1,1,2,5,2,1,5,4,1,3,4,4,1,5,3,4,1,1,2,2,4,4,3,2,3,1,never smoked,never,2,3,3,1,2,5,3,3,4,5,5,3,1,5,4,1,4,4,3,4,2,4,5,5,3,5,3,1,1,4,4,4,i am often early,sometimes,2,5,4,5,3,2,4,3,4,3,3,2,4,1,4,4,4,4,2,4,3,2,3,few hours a day,3,3,5,2,4,2,2,15,181,63,0,male,right handed,primary school,yes,city,block of flats
203,5,3,4,2,2,3,1,4,5,3,3,3,3,2,2,2,4,3,3,5,3,3,5,5,3,3,5,5,2,2,4,2,2,1,3,2,5,4,3,5,5,3,1,4,5,3,4,3,2,3,5,1,1,4,3,3,1,4,1,2,5,4,3,1,1,1,4,2,2,2,4,4,5,current smoker,social drinker,3,2,3,4,2,2,2,4,4,3,2,3,2,3,3,1,3,4,1,5,4,3,1,5,3,5,2,3,4,3,2,3,i am always on time,sometimes,2,3,3,3,3,3,3,5,2,2,3,5,3,5,4,4,3,3,2,3,3,3,2,few hours a day,3,4,2,3,4,3,2,19,163,50,1,female,right handed,college/bachelor degree,no,city,block of flats
204,5,3,3,3,2,3,3,2,5,4,4,2,5,4,5,4,3,1,2,5,1,2,4,2,5,1,4,5,4,2,3,1,2,1,4,3,5,4,3,1,2,5,2,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,4,4,4,1,3,2,1,1,1,4,3,1,2,3,4,never smoked,drink a lot,3,2,2,5,2,5,1,4,4,3,2,2,1,1,5,3,5,4,3,1,5,1,4,5,3,3,3,1,1,3,1,3,i am often early,never,4,2,4,3,2,3,4,2,3,4,2,5,1,3,4,2,2,3,3,5,2,3,2,few hours a day,3,1,1,2,2,2,2,24,169,51,1,female,right handed,college/bachelor degree,no,city,house/bungalow
205,5,1,2,4,3,5,5,4,4,3,1,1,1,4,5,3,4,1,5,5,1,1,4,4,3,3,5,4,5,2,1,5,4,1,1,2,2,2,1,4,4,5,3,5,5,1,1,4,4,4,4,3,5,1,4,4,1,1,4,5,5,1,2,3,2,4,5,1,1,1,1,3,4,never smoked,social drinker,4,2,2,5,3,4,5,5,5,3,5,1,1,1,4,4,5,4,4,5,1,1,4,5,3,3,3,2,4,3,4,3,i am always on time,sometimes,2,2,3,2,2,3,1,4,2,2,1,5,3,4,4,2,2,3,4,4,5,4,5,few hours a day,5,2,3,3,1,1,4,19,160,53,1,female,right handed,secondary school,yes,city,block of flats
206,5,3,5,2,2,5,5,3,4,4,3,1,2,4,4,3,1,1,5,5,5,4,4,1,4,4,2,2,4,4,5,5,3,5,4,4,4,4,2,2,4,5,3,5,3,5,4,5,3,4,1,3,3,3,3,1,1,1,4,5,4,3,3,3,2,1,2,3,3,3,2,2,1,tried smoking,drink a lot,3,5,5,3,3,3,5,5,5,4,5,3,2,5,3,5,3,4,3,5,3,1,5,5,3,2,3,3,3,3,4,4,i am always on time,only to avoid hurting someone,3,3,3,3,4,2,3,2,5,3,3,1,4,2,3,5,3,3,3,3,3,2,3,few hours a day,4,1,1,1,3,2,3,25,184,85,3,male,left handed,college/bachelor degree,no,village,house/bungalow
207,5,3,2,3,3,4,5,3,3,1,4,2,2,3,4,2,4,1,4,5,5,5,5,5,5,5,5,5,5,1,4,5,2,4,1,1,4,2,2,3,2,5,5,4,3,5,4,2,2,4,2,1,2,5,5,2,3,3,4,3,4,2,5,2,3,3,2,5,3,3,1,2,3,tried smoking,social drinker,3,5,5,5,4,3,3,4,3,1,3,3,2,3,2,1,5,2,1,5,2,5,5,5,4,2,4,5,1,3,3,2,i am often early,sometimes,2,3,3,4,2,3,4,5,2,4,4,2,3,5,3,4,1,3,4,1,4,4,2,few hours a day,4,3,1,2,3,1,5,20,170,62,1,female,right handed,college/bachelor degree,no,city,house/bungalow
